order_id,payment_type,payment_installments,payment_value
ORD228992,Credit_Card,2,200
ORD234210,Debit_Card,5,40
ORD245018,Debit_Card,6,200
ORD241851,Credit Card,3,
ORD204571,Debit_Card,5,100
ORD233432,Bank_Transfer,4,
ORD228308,Credit_Card,4,20
ORD204558,Voucher,10,200
ORD232525,Credit_Card,3,60
ORD202794,Voucher,10,40
ORD239239,Voucher,7,40
ORD220613,Credit Card,6,40
ORD205391,Bank_Transfer,5,40
ORD214339,Voucher,4,20
ORD203871,Credit_Card,8,40
ORD231498,Credit Card,10,40
ORD227474,Bank_Transfer,10,150
ORD212376,Debit_Card,11,60
ORD245177,Voucher,11,60
ORD228277,Voucher,2,
ORD232645,Credit Card,6,20
ORD221298,Voucher,2,200
ORD224291,Credit Card,7,
ORD206904,Voucher,11,20
ORD237907,Bank_Transfer,3,150
ORD208131,Voucher,8,100
ORD232972,Voucher,5,150
ORD240136,Credit Card,3,40
ORD227456,Credit Card,9,100
ORD208601,Credit Card,11,150
ORD207663,Debit_Card,3,100
ORD243957,Credit_Card,6,200
ORD219996,Credit Card,4,60
ORD226957,Credit_Card,8,
ORD244987,Debit_Card,8,40
ORD210521,Bank_Transfer,8,20
ORD242894,Bank_Transfer,9,60
ORD220552,Credit_Card,8,200
ORD244767,Debit_Card,6,40
ORD216091,Voucher,3,40
ORD249029,Credit_Card,2,100
ORD201081,Debit_Card,11,100
ORD211953,Bank_Transfer,3,
ORD225673,Credit_Card,6,150
ORD212074,Debit_Card,11,150
ORD200671,Voucher,1,100
ORD211258,Credit Card,1,100
ORD237975,Credit_Card,10,100
ORD225924,Voucher,11,40
ORD206931,Bank_Transfer,8,
ORD248509,Credit_Card,8,200
ORD247680,Voucher,2,150
ORD202889,Voucher,11,100
ORD235437,Credit Card,11,40
ORD236241,Credit Card,7,100
ORD244019,Credit_Card,9,
ORD248364,Credit Card,11,150
ORD216017,Credit Card,8,200
ORD246441,Credit_Card,8,100
ORD238377,Credit_Card,5,100
ORD203514,Credit_Card,2,
ORD228387,Bank_Transfer,5,20
ORD210471,Bank_Transfer,10,200
ORD207774,Debit_Card,4,40
ORD240679,Debit_Card,9,60
ORD242363,Debit_Card,1,
ORD213065,Bank_Transfer,8,
ORD235841,Credit_Card,2,100
ORD235089,Credit_Card,2,200
ORD205672,Voucher,2,40
ORD224793,Bank_Transfer,9,40
ORD247202,Credit_Card,11,20
ORD240545,Credit Card,10,200
ORD240958,Credit Card,1,60
ORD202162,Credit_Card,1,40
ORD236815,Credit Card,9,20
ORD239060,Credit_Card,7,100
ORD200298,Credit_Card,4,60
ORD243457,Debit_Card,2,40
ORD223024,Voucher,3,40
ORD234498,Credit Card,1,60
ORD214799,Debit_Card,7,
ORD248383,Credit Card,10,20
ORD233609,Credit Card,8,40
ORD234167,Debit_Card,10,100
ORD224974,Debit_Card,10,100
ORD214962,Voucher,3,
ORD249132,Debit_Card,6,40
ORD229600,Debit_Card,1,200
ORD238627,Bank_Transfer,2,150
ORD219567,Credit Card,6,150
ORD229355,Voucher,5,60
ORD245382,Voucher,5,40
ORD228306,Voucher,7,60
ORD203873,Debit_Card,7,
ORD233495,Debit_Card,1,60
ORD238950,Voucher,11,200
ORD204930,Credit_Card,4,100
ORD249722,Voucher,2,20
ORD207408,Debit_Card,7,40
ORD215720,Voucher,8,100
ORD229605,Voucher,2,100
ORD226324,Credit Card,8,40
ORD219094,Bank_Transfer,10,40
ORD216684,Credit_Card,11,200
ORD218754,Voucher,2,200
ORD231918,Voucher,1,
ORD245198,Credit_Card,4,60
ORD243041,Credit Card,2,200
ORD233352,Debit_Card,6,20
ORD226598,Credit Card,2,20
ORD213284,Voucher,2,20
ORD233867,Voucher,5,150
ORD240746,Bank_Transfer,1,100
ORD231881,Debit_Card,11,200
ORD226587,Credit_Card,1,40
ORD239971,Debit_Card,2,200
ORD219292,Bank_Transfer,1,
ORD230823,Bank_Transfer,11,20
ORD227649,Bank_Transfer,2,60
ORD212810,Bank_Transfer,9,200
ORD244885,Credit_Card,4,200
ORD221789,Credit_Card,2,60
ORD248528,Voucher,8,40
ORD204133,Bank_Transfer,8,200
ORD228725,Credit_Card,4,20
ORD207247,Bank_Transfer,7,40
ORD225745,Debit_Card,9,150
ORD248588,Bank_Transfer,9,60
ORD214730,Voucher,11,
ORD239721,Credit_Card,8,150
ORD219848,Credit Card,10,100
ORD216073,Voucher,6,60
ORD246918,Credit Card,5,100
ORD213708,Credit Card,2,150
ORD207107,Voucher,3,20
ORD224926,Debit_Card,6,40
ORD235180,Voucher,8,100
ORD230609,Credit Card,4,40
ORD225386,Voucher,1,40
ORD247810,Voucher,6,200
ORD205698,Bank_Transfer,3,100
ORD216125,Credit Card,4,20
ORD246279,Credit Card,10,150
ORD205787,Credit Card,2,40
ORD202035,Bank_Transfer,6,100
ORD240939,Voucher,5,150
ORD216555,Voucher,10,
ORD217270,Credit Card,9,
ORD242346,Bank_Transfer,10,150
ORD214098,Credit Card,4,150
ORD201666,Credit Card,11,
ORD204801,Bank_Transfer,4,100
ORD224345,Credit Card,8,60
ORD235910,Bank_Transfer,7,
ORD208243,Credit_Card,6,40
ORD212795,Credit_Card,4,100
ORD249377,Bank_Transfer,2,200
ORD211093,Credit_Card,2,60
ORD202107,Credit_Card,9,200
ORD234366,Voucher,10,
ORD227090,Bank_Transfer,11,60
ORD234869,Bank_Transfer,4,40
ORD249715,Bank_Transfer,5,20
ORD208948,Credit_Card,5,
ORD206939,Debit_Card,11,40
ORD234535,Bank_Transfer,6,200
ORD247094,Credit Card,11,
ORD200940,Debit_Card,5,100
ORD224744,Credit_Card,11,150
ORD224162,Voucher,1,150
ORD205897,Bank_Transfer,8,100
ORD206158,Voucher,8,150
ORD213050,Voucher,11,20
ORD224076,Voucher,10,60
ORD211367,Credit_Card,4,150
ORD225473,Voucher,7,60
ORD233824,Bank_Transfer,7,20
ORD235747,Voucher,9,20
ORD244888,Debit_Card,2,20
ORD212002,Voucher,10,60
ORD237913,Credit_Card,7,200
ORD243303,Bank_Transfer,3,60
ORD240946,Bank_Transfer,2,200
ORD242900,Bank_Transfer,6,150
ORD204184,Credit Card,7,200
ORD219091,Bank_Transfer,9,60
ORD200091,Voucher,8,60
ORD229603,Credit_Card,8,200
ORD212234,Bank_Transfer,5,20
ORD237187,Credit Card,1,20
ORD217136,Credit Card,5,20
ORD243735,Credit Card,3,100
ORD217724,Bank_Transfer,8,100
ORD227121,Bank_Transfer,3,60
ORD206005,Debit_Card,8,20
ORD210511,Credit Card,7,60
ORD239545,Credit_Card,7,150
ORD218843,Credit Card,2,60
ORD203225,Bank_Transfer,7,
ORD238734,Credit_Card,6,60
ORD204936,Debit_Card,11,200
ORD239777,Debit_Card,8,100
ORD234970,Credit_Card,2,100
ORD247492,Credit Card,1,100
ORD221217,Credit_Card,1,60
ORD215862,Credit_Card,1,150
ORD219502,Credit_Card,1,20
ORD247922,Debit_Card,2,20
ORD246402,Debit_Card,5,20
ORD242979,Voucher,4,150
ORD224937,Credit_Card,11,20
ORD209677,Voucher,10,40
ORD249543,Bank_Transfer,6,40
ORD246310,Bank_Transfer,4,100
ORD243957,Credit_Card,7,60
ORD222474,Debit_Card,11,100
ORD223843,Voucher,8,
ORD233020,Credit Card,6,200
ORD205852,Debit_Card,4,150
ORD211261,Credit Card,5,
ORD213564,Voucher,1,200
ORD241231,Credit Card,1,60
ORD223128,Debit_Card,11,200
ORD237204,Debit_Card,10,150
ORD207859,Debit_Card,6,40
ORD223003,Credit Card,10,
ORD240463,Credit Card,9,
ORD204811,Credit Card,2,200
ORD238191,Bank_Transfer,11,200
ORD210246,Credit_Card,11,200
ORD211208,Credit_Card,11,200
ORD249639,Credit_Card,10,
ORD210756,Credit_Card,10,100
ORD205486,Debit_Card,1,
ORD215242,Voucher,4,100
ORD205057,Bank_Transfer,8,60
ORD244780,Debit_Card,3,100
ORD209860,Credit_Card,6,150
ORD240770,Bank_Transfer,5,
ORD204643,Credit_Card,3,40
ORD236370,Voucher,10,100
ORD219362,Voucher,3,150
ORD240497,Voucher,6,100
ORD241232,Credit_Card,4,60
ORD237856,Credit Card,5,
ORD248251,Debit_Card,6,60
ORD239269,Debit_Card,5,100
ORD241827,Credit Card,1,200
ORD203994,Bank_Transfer,5,60
ORD217883,Debit_Card,10,100
ORD237680,Debit_Card,6,150
ORD242328,Credit Card,11,150
ORD233804,Debit_Card,9,60
ORD203764,Credit Card,2,150
ORD224792,Bank_Transfer,8,20
ORD213268,Credit Card,8,60
ORD225209,Debit_Card,6,
ORD233452,Credit Card,7,
ORD211408,Voucher,11,200
ORD220880,Credit Card,6,20
ORD224226,Credit Card,5,40
ORD206747,Credit_Card,10,150
ORD229825,Credit_Card,11,40
ORD210365,Bank_Transfer,9,150
ORD238506,Credit_Card,8,100
ORD229220,Credit_Card,2,100
ORD242752,Bank_Transfer,9,20
ORD244806,Credit_Card,9,20
ORD213404,Credit Card,4,60
ORD239339,Debit_Card,4,60
ORD224528,Credit Card,8,20
ORD219255,Voucher,1,40
ORD233435,Voucher,8,20
ORD218606,Credit_Card,4,150
ORD228161,Credit_Card,3,150
ORD216122,Credit Card,10,100
ORD228149,Bank_Transfer,11,20
ORD228114,Credit Card,9,100
ORD221436,Credit Card,1,200
ORD223926,Voucher,9,20
ORD206633,Credit_Card,9,200
ORD226538,Bank_Transfer,11,20
ORD202578,Voucher,1,150
ORD244637,Credit Card,3,100
ORD216771,Credit Card,10,100
ORD204171,Credit Card,8,
ORD203162,Bank_Transfer,1,40
ORD208944,Credit_Card,10,100
ORD224437,Bank_Transfer,4,20
ORD226466,Voucher,8,200
ORD202691,Credit_Card,9,
ORD245368,Debit_Card,7,100
ORD249372,Voucher,6,20
ORD236213,Debit_Card,6,
ORD221371,Debit_Card,8,150
ORD207468,Bank_Transfer,10,20
ORD248443,Voucher,1,60
ORD215549,Credit Card,5,40
ORD242299,Credit_Card,1,60
ORD202312,Credit_Card,10,150
ORD220165,Credit Card,11,100
ORD211534,Voucher,1,20
ORD243683,Debit_Card,2,200
ORD228764,Bank_Transfer,2,60
ORD230575,Debit_Card,6,150
ORD216018,Bank_Transfer,1,200
ORD217834,Voucher,6,
ORD239743,Credit Card,4,
ORD224184,Credit Card,11,
ORD222391,Voucher,10,200
ORD241927,Credit Card,11,150
ORD231933,Voucher,11,20
ORD221170,Bank_Transfer,6,20
ORD232188,Voucher,10,20
ORD205994,Voucher,8,60
ORD243491,Debit_Card,9,200
ORD216392,Credit Card,1,60
ORD240255,Bank_Transfer,8,100
ORD231802,Credit_Card,10,
ORD242133,Debit_Card,10,200
ORD207334,Voucher,4,40
ORD224122,Credit Card,2,20
ORD241648,Credit Card,6,150
ORD201953,Debit_Card,7,200
ORD232332,Voucher,3,200
ORD204762,Credit_Card,11,60
ORD245127,Voucher,6,40
ORD205272,Credit_Card,2,200
ORD242229,Credit_Card,3,60
ORD242657,Credit Card,11,200
ORD217593,Voucher,11,40
ORD224994,Credit_Card,10,
ORD204309,Credit Card,1,100
ORD222221,Debit_Card,5,200
ORD203227,Credit Card,8,100
ORD249799,Debit_Card,2,
ORD207535,Credit_Card,6,40
ORD245103,Bank_Transfer,6,20
ORD242222,Credit_Card,11,100
ORD200498,Bank_Transfer,2,60
ORD204226,Debit_Card,11,20
ORD230092,Credit Card,6,60
ORD227467,Voucher,9,200
ORD221481,Bank_Transfer,1,20
ORD222955,Credit Card,4,100
ORD216854,Debit_Card,7,200
ORD228143,Bank_Transfer,4,
ORD238074,Credit Card,7,
ORD218003,Debit_Card,11,60
ORD238497,Voucher,8,100
ORD230018,Bank_Transfer,1,60
ORD208242,Credit_Card,1,
ORD218082,Voucher,6,100
ORD216892,Credit Card,6,40
ORD212432,Bank_Transfer,4,60
ORD247761,Bank_Transfer,8,200
ORD249596,Credit Card,5,200
ORD225167,Credit Card,5,20
ORD231417,Debit_Card,1,60
ORD207938,Credit_Card,2,150
ORD233205,Credit Card,10,100
ORD220528,Credit Card,4,40
ORD248198,Bank_Transfer,10,
ORD224420,Bank_Transfer,5,200
ORD224384,Debit_Card,7,150
ORD248923,Debit_Card,6,200
ORD239110,Credit_Card,6,200
ORD231371,Credit Card,2,20
ORD210375,Bank_Transfer,11,200
ORD201136,Voucher,6,150
ORD235174,Debit_Card,11,40
ORD220951,Voucher,2,60
ORD213300,Credit Card,7,60
ORD218049,Credit_Card,2,20
ORD210448,Bank_Transfer,7,60
ORD220875,Voucher,1,60
ORD218613,Voucher,10,60
ORD209055,Credit_Card,8,40
ORD216988,Voucher,8,40
ORD240535,Voucher,5,40
ORD234352,Debit_Card,1,
ORD204203,Bank_Transfer,11,60
ORD201754,Debit_Card,11,200
ORD219069,Debit_Card,10,60
ORD229008,Debit_Card,2,60
ORD223566,Debit_Card,6,200
ORD240456,Credit_Card,5,60
ORD244026,Debit_Card,9,200
ORD214655,Voucher,4,200
ORD214288,Credit_Card,3,
ORD236294,Debit_Card,1,150
ORD234434,Credit Card,8,100
ORD236236,Debit_Card,7,40
ORD245809,Credit Card,5,200
ORD244385,Credit Card,7,150
ORD223050,Credit_Card,3,150
ORD249088,Voucher,7,60
ORD239606,Debit_Card,8,40
ORD245198,Bank_Transfer,7,150
ORD219076,Debit_Card,10,20
ORD226140,Bank_Transfer,4,60
ORD221613,Debit_Card,6,60
ORD233120,Credit Card,3,200
ORD220814,Debit_Card,6,100
ORD204751,Bank_Transfer,9,40
ORD200487,Debit_Card,2,20
ORD223603,Bank_Transfer,9,40
ORD237655,Bank_Transfer,11,60
ORD239614,Credit Card,10,40
ORD215480,Voucher,6,
ORD249894,Bank_Transfer,5,200
ORD227472,Credit_Card,4,
ORD230727,Credit_Card,5,
ORD229349,Debit_Card,9,150
ORD232428,Credit Card,6,60
ORD212135,Credit Card,2,100
ORD239998,Credit_Card,5,20
ORD231067,Voucher,4,40
ORD204885,Debit_Card,8,150
ORD203782,Debit_Card,1,100
ORD247872,Voucher,4,100
ORD235509,Credit_Card,2,20
ORD206310,Bank_Transfer,2,60
ORD225948,Credit Card,7,60
ORD202700,Voucher,7,20
ORD229331,Bank_Transfer,11,200
ORD234843,Credit_Card,3,
ORD240218,Credit_Card,9,200
ORD203235,Credit Card,11,40
ORD244114,Credit_Card,7,60
ORD236144,Credit_Card,5,200
ORD211344,Credit_Card,3,40
ORD214682,Bank_Transfer,9,
ORD234486,Credit Card,4,200
ORD240181,Debit_Card,6,150
ORD246904,Bank_Transfer,10,150
ORD212731,Debit_Card,4,60
ORD231627,Debit_Card,6,
ORD241703,Credit Card,8,40
ORD247091,Voucher,11,
ORD205196,Debit_Card,7,40
ORD240085,Voucher,3,40
ORD240162,Credit_Card,10,40
ORD209055,Bank_Transfer,10,40
ORD211204,Credit_Card,6,60
ORD209403,Voucher,4,60
ORD214521,Voucher,8,40
ORD222831,Voucher,9,200
ORD201556,Credit Card,6,60
ORD243089,Debit_Card,8,200
ORD234752,Credit_Card,1,100
ORD217047,Bank_Transfer,5,
ORD238841,Credit Card,10,60
ORD229207,Debit_Card,3,150
ORD244646,Debit_Card,7,60
ORD225250,Credit Card,4,100
ORD234112,Voucher,1,40
ORD216421,Credit_Card,2,
ORD215676,Voucher,11,200
ORD223162,Debit_Card,11,100
ORD213668,Credit Card,6,150
ORD245752,Credit_Card,3,40
ORD231674,Credit_Card,11,150
ORD223217,Bank_Transfer,9,40
ORD231399,Voucher,8,100
ORD238346,Debit_Card,6,60
ORD212604,Bank_Transfer,4,20
ORD204667,Debit_Card,3,60
ORD244585,Voucher,10,60
ORD239056,Voucher,2,
ORD213695,Credit Card,4,100
ORD211238,Bank_Transfer,11,40
ORD209944,Credit Card,4,
ORD211526,Debit_Card,10,
ORD237851,Voucher,5,40
ORD240444,Bank_Transfer,3,
ORD232667,Debit_Card,7,40
ORD235994,Debit_Card,4,40
ORD248261,Debit_Card,5,40
ORD227000,Bank_Transfer,1,20
ORD237680,Bank_Transfer,3,100
ORD222306,Credit_Card,10,40
ORD228524,Bank_Transfer,3,
ORD241629,Credit Card,2,40
ORD235215,Voucher,6,
ORD238003,Credit_Card,2,20
ORD212049,Voucher,5,60
ORD223306,Bank_Transfer,4,100
ORD249046,Debit_Card,5,100
ORD238400,Credit_Card,10,
ORD236261,Credit_Card,10,200
ORD233409,Debit_Card,2,200
ORD220941,Debit_Card,3,
ORD235443,Bank_Transfer,10,60
ORD206813,Bank_Transfer,6,60
ORD221882,Bank_Transfer,5,40
ORD208758,Credit_Card,11,20
ORD242506,Credit Card,6,
ORD241215,Credit_Card,6,100
ORD217986,Debit_Card,5,20
ORD204936,Debit_Card,4,200
ORD213238,Credit_Card,2,100
ORD228529,Credit_Card,2,200
ORD228039,Credit_Card,3,100
ORD249092,Credit Card,8,60
ORD204893,Credit_Card,6,20
ORD224350,Credit_Card,4,100
ORD234440,Bank_Transfer,8,100
ORD245761,Voucher,5,40
ORD222412,Voucher,3,20
ORD237263,Credit_Card,3,100
ORD225549,Debit_Card,8,40
ORD204978,Bank_Transfer,2,
ORD224108,Credit_Card,9,60
ORD218430,Voucher,2,200
ORD242987,Voucher,4,40
ORD212206,Credit_Card,6,100
ORD247078,Credit_Card,1,20
ORD212349,Credit_Card,2,100
ORD222693,Debit_Card,1,40
ORD211249,Voucher,8,150
ORD223577,Voucher,5,60
ORD236987,Credit_Card,6,100
ORD248897,Bank_Transfer,5,60
ORD237818,Voucher,6,
ORD230479,Bank_Transfer,7,20
ORD239592,Debit_Card,9,100
ORD220904,Credit Card,5,150
ORD215826,Debit_Card,7,150
ORD202262,Credit Card,11,60
ORD246946,Bank_Transfer,11,60
ORD222357,Credit Card,1,20
ORD219798,Debit_Card,8,40
ORD242448,Credit_Card,3,60
ORD200791,Debit_Card,10,150
ORD224613,Credit_Card,8,20
ORD229967,Credit Card,3,20
ORD225167,Voucher,7,40
ORD204722,Bank_Transfer,2,100
ORD215680,Credit Card,10,40
ORD220377,Debit_Card,7,40
ORD216591,Bank_Transfer,1,
ORD219683,Credit_Card,6,40
ORD242628,Credit_Card,8,20
ORD215345,Credit_Card,2,200
ORD243137,Credit_Card,9,200
ORD232140,Credit_Card,4,200
ORD242092,Voucher,2,150
ORD242426,Bank_Transfer,11,100
ORD210012,Credit Card,6,20
ORD216784,Credit_Card,9,150
ORD208755,Credit Card,3,150
ORD245519,Debit_Card,2,20
ORD226201,Bank_Transfer,8,20
ORD204723,Voucher,9,60
ORD244100,Voucher,2,100
ORD241117,Debit_Card,4,20
ORD233880,Credit_Card,2,150
ORD226216,Debit_Card,9,100
ORD203491,Voucher,9,150
ORD235483,Voucher,8,40
ORD227213,Credit_Card,7,200
ORD231529,Bank_Transfer,1,200
ORD222289,Voucher,7,40
ORD225097,Voucher,6,60
ORD227776,Credit Card,8,20
ORD217385,Voucher,2,
ORD242927,Credit Card,3,20
ORD244484,Bank_Transfer,2,150
ORD238068,Credit Card,4,150
ORD203785,Debit_Card,11,40
ORD221735,Voucher,10,150
ORD206686,Debit_Card,4,
ORD223694,Credit Card,5,
ORD201597,Credit_Card,4,60
ORD233662,Bank_Transfer,5,150
ORD200268,Bank_Transfer,4,
ORD248534,Credit Card,6,100
ORD229550,Debit_Card,1,
ORD237199,Credit Card,11,100
ORD205246,Credit_Card,5,
ORD205686,Bank_Transfer,3,60
ORD230887,Debit_Card,5,
ORD210225,Bank_Transfer,9,60
ORD245423,Credit Card,7,20
ORD225975,Credit Card,10,100
ORD232996,Credit_Card,10,150
ORD205305,Bank_Transfer,11,200
ORD219056,Bank_Transfer,11,200
ORD222653,Credit Card,5,60
ORD203031,Voucher,3,100
ORD246339,Credit_Card,3,20
ORD213966,Credit_Card,10,40
ORD231720,Voucher,3,100
ORD217153,Credit Card,6,
ORD238635,Debit_Card,9,200
ORD242126,Voucher,1,60
ORD211622,Voucher,1,60
ORD226974,Credit Card,7,150
ORD207497,Bank_Transfer,4,
ORD234727,Credit Card,11,40
ORD226572,Voucher,11,20
ORD219370,Credit_Card,8,
ORD249938,Credit_Card,7,20
ORD224896,Bank_Transfer,1,200
ORD226081,Voucher,9,
ORD235622,Voucher,10,200
ORD216961,Credit_Card,9,100
ORD241066,Bank_Transfer,2,200
ORD202889,Bank_Transfer,4,
ORD243240,Debit_Card,6,150
ORD207418,Credit_Card,1,150
ORD245319,Debit_Card,3,40
ORD210581,Credit_Card,2,200
ORD249035,Debit_Card,1,20
ORD215663,Bank_Transfer,8,60
ORD203610,Bank_Transfer,6,100
ORD221859,Credit_Card,8,100
ORD249938,Bank_Transfer,9,20
ORD201045,Bank_Transfer,10,100
ORD203851,Debit_Card,5,200
ORD209318,Credit_Card,8,100
ORD248019,Voucher,1,40
ORD237041,Bank_Transfer,9,
ORD216014,Credit Card,2,20
ORD239680,Credit_Card,6,150
ORD203715,Credit_Card,4,200
ORD204854,Credit_Card,5,20
ORD214758,Bank_Transfer,9,150
ORD240350,Bank_Transfer,8,
ORD229758,Debit_Card,9,150
ORD230953,Credit Card,8,20
ORD245663,Debit_Card,5,150
ORD214314,Bank_Transfer,11,100
ORD246199,Bank_Transfer,5,100
ORD236802,Voucher,3,
ORD206329,Debit_Card,2,40
ORD201331,Credit_Card,4,
ORD218165,Debit_Card,1,200
ORD236076,Debit_Card,9,40
ORD207293,Credit_Card,1,20
ORD212155,Voucher,1,60
ORD210537,Credit_Card,1,60
ORD230580,Debit_Card,9,60
ORD218363,Voucher,1,20
ORD213268,Credit Card,9,
ORD237187,Credit_Card,8,
ORD247214,Debit_Card,6,100
ORD239935,Voucher,6,100
ORD235823,Credit Card,4,20
ORD232976,Voucher,10,100
ORD229687,Credit Card,9,60
ORD232912,Credit_Card,5,
ORD216901,Debit_Card,11,200
ORD214798,Credit Card,10,150
ORD221553,Credit_Card,7,60
ORD205288,Debit_Card,7,150
ORD227963,Credit_Card,6,
ORD215541,Bank_Transfer,7,100
ORD217075,Credit Card,8,150
ORD204311,Credit Card,1,20
ORD226680,Credit Card,6,40
ORD217801,Bank_Transfer,5,20
ORD219007,Debit_Card,5,100
ORD209627,Debit_Card,6,100
ORD248452,Credit Card,7,150
ORD241856,Debit_Card,5,150
ORD220872,Bank_Transfer,8,60
ORD222243,Credit Card,10,40
ORD230181,Debit_Card,3,150
ORD210567,Credit_Card,11,20
ORD231631,Credit Card,10,
ORD204272,Bank_Transfer,2,100
ORD236575,Credit Card,2,60
ORD226618,Debit_Card,1,200
ORD227805,Debit_Card,1,150
ORD204720,Debit_Card,7,40
ORD207240,Credit_Card,4,100
ORD229337,Bank_Transfer,8,150
ORD235973,Bank_Transfer,11,40
ORD226828,Credit Card,11,150
ORD201598,Bank_Transfer,7,60
ORD248679,Credit Card,8,40
ORD213808,Bank_Transfer,6,
ORD212438,Debit_Card,8,20
ORD227137,Bank_Transfer,7,150
ORD207793,Credit Card,10,20
ORD212288,Debit_Card,6,60
ORD237177,Credit_Card,7,200
ORD236227,Voucher,2,100
ORD244837,Voucher,2,200
ORD206586,Voucher,8,100
ORD236104,Debit_Card,10,20
ORD224226,Bank_Transfer,7,40
ORD228554,Bank_Transfer,7,40
ORD207998,Voucher,5,100
ORD246405,Credit Card,1,40
ORD212700,Credit_Card,10,20
ORD240310,Credit_Card,5,200
ORD216200,Bank_Transfer,5,60
ORD201198,Bank_Transfer,8,100
ORD215715,Bank_Transfer,11,20
ORD219805,Credit_Card,9,20
ORD220810,Bank_Transfer,10,100
ORD235454,Voucher,7,100
ORD230746,Voucher,10,40
ORD206142,Credit Card,6,100
ORD245322,Debit_Card,10,60
ORD233457,Voucher,2,
ORD201457,Credit_Card,10,100
ORD230981,Credit_Card,7,150
ORD228534,Credit Card,8,40
ORD237281,Voucher,11,200
ORD201582,Credit_Card,2,200
ORD206742,Credit Card,10,60
ORD230985,Debit_Card,5,40
ORD226334,Bank_Transfer,5,
ORD215503,Voucher,7,20
ORD244651,Debit_Card,1,100
ORD217446,Credit_Card,5,150
ORD204681,Credit Card,11,
ORD218225,Credit_Card,2,150
ORD234454,Credit Card,9,
ORD223392,Debit_Card,10,100
ORD217759,Debit_Card,11,200
ORD226538,Bank_Transfer,7,20
ORD215751,Credit_Card,9,40
ORD209241,Bank_Transfer,5,20
ORD233059,Credit Card,6,100
ORD205689,Bank_Transfer,11,150
ORD223774,Voucher,1,
ORD217310,Credit_Card,7,150
ORD206502,Voucher,6,100
ORD241082,Bank_Transfer,4,100
ORD212371,Credit_Card,5,60
ORD236395,Credit_Card,6,20
ORD241112,Voucher,10,40
ORD227685,Credit_Card,5,20
ORD209393,Voucher,7,20
ORD227869,Voucher,11,20
ORD240636,Voucher,6,20
ORD243522,Bank_Transfer,9,100
ORD211039,Credit_Card,10,40
ORD227521,Voucher,8,
ORD241430,Credit Card,9,40
ORD218104,Bank_Transfer,11,100
ORD232028,Credit_Card,8,20
ORD229448,Bank_Transfer,2,60
ORD248346,Debit_Card,2,40
ORD235359,Credit_Card,11,150
ORD223500,Credit_Card,6,
ORD216121,Bank_Transfer,10,200
ORD203994,Debit_Card,2,100
ORD225746,Voucher,9,150
ORD242575,Debit_Card,4,100
ORD200662,Voucher,2,20
ORD240199,Credit Card,6,150
ORD238218,Voucher,9,
ORD213359,Voucher,9,100
ORD201296,Credit_Card,8,
ORD200551,Voucher,5,
ORD219529,Credit Card,7,150
ORD245292,Credit Card,5,20
ORD215170,Credit_Card,10,60
ORD213276,Voucher,10,20
ORD215784,Debit_Card,7,60
ORD214972,Voucher,1,20
ORD209405,Bank_Transfer,3,60
ORD245993,Credit Card,8,150
ORD229692,Credit_Card,9,60
ORD215087,Voucher,8,40
ORD249407,Voucher,5,20
ORD215415,Bank_Transfer,9,20
ORD221679,Debit_Card,5,200
ORD244613,Bank_Transfer,9,150
ORD243334,Bank_Transfer,6,20
ORD222515,Debit_Card,5,
ORD238745,Bank_Transfer,1,200
ORD205816,Voucher,10,150
ORD207027,Credit Card,6,
ORD203195,Debit_Card,8,40
ORD230516,Credit Card,9,
ORD238986,Credit_Card,5,60
ORD231721,Credit Card,5,40
ORD234209,Bank_Transfer,11,40
ORD248368,Credit_Card,1,200
ORD235501,Credit Card,9,150
ORD234082,Credit_Card,3,100
ORD204654,Bank_Transfer,1,40
ORD238246,Voucher,8,20
ORD236563,Credit_Card,11,200
ORD241643,Debit_Card,2,150
ORD238360,Credit Card,2,200
ORD221341,Voucher,5,20
ORD214461,Credit Card,3,150
ORD230977,Bank_Transfer,8,20
ORD237220,Voucher,11,200
ORD218353,Bank_Transfer,11,60
ORD228666,Debit_Card,1,60
ORD221351,Credit_Card,1,150
ORD223952,Voucher,10,200
ORD206548,Voucher,8,150
ORD207000,Credit_Card,4,100
ORD212410,Credit_Card,6,200
ORD204149,Bank_Transfer,10,60
ORD211201,Debit_Card,7,200
ORD218664,Debit_Card,5,150
ORD245217,Credit Card,1,60
ORD238391,Voucher,11,150
ORD226722,Credit Card,2,20
ORD210216,Voucher,9,200
ORD229873,Credit Card,7,20
ORD238342,Debit_Card,3,40
ORD213329,Credit Card,10,
ORD207897,Bank_Transfer,7,
ORD203584,Credit_Card,7,20
ORD204161,Bank_Transfer,5,100
ORD223995,Voucher,2,20
ORD246771,Debit_Card,3,20
ORD220605,Credit Card,11,20
ORD232804,Credit Card,6,60
ORD217589,Voucher,1,20
ORD245761,Bank_Transfer,2,60
ORD231659,Debit_Card,9,20
ORD230463,Voucher,6,200
ORD225220,Voucher,9,
ORD237262,Debit_Card,2,
ORD231902,Credit_Card,11,150
ORD209049,Debit_Card,6,60
ORD202924,Voucher,10,40
ORD249968,Bank_Transfer,5,200
ORD244154,Credit_Card,11,100
ORD209855,Debit_Card,2,100
ORD208642,Credit Card,1,20
ORD218811,Credit Card,11,200
ORD204777,Voucher,2,40
ORD243974,Credit Card,9,200
ORD235696,Debit_Card,9,40
