order_id,order_item_id,product_id,seller_id,price,freight_value,total_order_value
ORD215418,2,PROD11359,SELL9434,75,20,95
ORD207789,1,PROD10934,SELL1803,50,10,60
ORD208209,2,PROD10674,SELL6256,50,20,70
ORD219326,4,PROD10399,SELL4018,10,10,20
ORD246876,1,PROD10001,SELL7337,,5,5
ORD237760,3,PROD11966,SELL3893,75,10,85
ORD226997,1,PROD10104,SELL6664,50,15,65
ORD224619,1,PROD11288,SELL4066,120,0,120
ORD221664,4,PROD10088,SELL3069,,20,20
ORD233090,2,PROD10239,SELL5858,10,15,25
ORD204332,4,PROD10572,SELL7765,120,0,120
ORD245736,1,PROD11759,SELL5937,,10,10
ORD225871,4,PROD11476,SELL5102,20,5,25
ORD232037,1,PROD10382,SELL6756,50,20,70
ORD209442,3,PROD11643,SELL3827,50,15,65
ORD237209,1,PROD10125,SELL4594,50,20,70
ORD225315,3,PROD11435,SELL1214,50,15,65
ORD238740,2,PROD10230,SELL4732,,20,20
ORD225554,2,PROD11048,SELL9341,50,15,65
ORD200410,3,PROD10126,SELL4917,35,15,50
ORD233182,2,PROD11072,SELL6595,10,20,30
ORD227871,3,PROD10939,SELL7436,20,20,40
ORD209992,2,PROD11111,SELL1880,35,20,55
ORD249963,4,PROD10353,SELL6871,75,5,80
ORD214436,4,PROD10189,SELL4554,75,20,95
ORD214544,2,PROD11831,SELL4903,10,10,20
ORD241200,4,PROD11679,SELL4196,10,20,30
ORD215803,2,PROD11566,SELL7562,20,20,40
ORD234125,1,PROD11798,SELL6316,,10,10
ORD229734,1,PROD11811,SELL3650,10,0,10
ORD249842,2,PROD11603,SELL8433,120,10,130
ORD248679,1,PROD10819,SELL3803,20,10,30
ORD231806,1,PROD11523,SELL7535,10,15,25
ORD222149,2,PROD11716,SELL9254,75,0,75
ORD225637,2,PROD11240,SELL1336,35,5,40
ORD237279,4,PROD11656,SELL5044,10,5,15
ORD232882,1,PROD10635,SELL5929,75,0,75
ORD220789,4,PROD11335,SELL5291,35,5,40
ORD223668,4,PROD10736,SELL7280,75,0,75
ORD241695,3,PROD10581,SELL4241,10,5,15
ORD234800,2,PROD10397,SELL7773,50,5,55
ORD221665,4,PROD11437,SELL9933,20,15,35
ORD237195,3,PROD10155,SELL5627,50,15,65
ORD212680,1,PROD10458,SELL6457,75,20,95
ORD240155,2,PROD10090,SELL7563,20,0,20
ORD246293,3,PROD11087,SELL4674,10,15,25
ORD242015,4,PROD11665,SELL6437,75,0,75
ORD235218,4,PROD10677,SELL8588,120,10,130
ORD228019,3,PROD10477,SELL5578,75,10,85
ORD246649,3,PROD11723,SELL9015,,0,0
ORD209836,3,PROD10177,SELL7703,75,5,80
ORD239184,1,PROD10721,SELL4054,120,0,120
ORD237179,2,PROD11540,SELL9372,50,15,65
ORD221498,4,PROD11955,SELL1622,,10,10
ORD205169,2,PROD10918,SELL7146,20,20,40
ORD223910,2,PROD10744,SELL3367,,15,15
ORD221103,2,PROD11994,SELL6937,10,15,25
ORD205076,2,PROD10536,SELL5982,10,5,15
ORD201703,4,PROD11422,SELL9026,50,0,50
ORD223261,2,PROD10928,SELL7221,75,20,95
ORD237210,3,PROD11037,SELL1900,,5,5
ORD211294,1,PROD11759,SELL9562,35,5,40
ORD217167,4,PROD11955,SELL6418,120,5,125
ORD249580,1,PROD10787,SELL1810,75,15,90
ORD242855,1,PROD10417,SELL1052,10,20,30
ORD209380,4,PROD11501,SELL5825,50,10,60
ORD234218,4,PROD10317,SELL9731,20,20,40
ORD234120,2,PROD10044,SELL4521,120,0,120
ORD229768,2,PROD11333,SELL7300,,5,5
ORD231691,1,PROD11056,SELL2536,10,0,10
ORD205019,2,PROD11376,SELL9860,75,20,95
ORD202363,1,PROD11569,SELL4339,,0,0
ORD209023,1,PROD11450,SELL5211,20,5,25
ORD237923,4,PROD11913,SELL3769,50,20,70
ORD226542,2,PROD10195,SELL6766,10,5,15
ORD237541,2,PROD11031,SELL4840,10,0,10
ORD203105,3,PROD11779,SELL1151,35,10,45
ORD221141,1,PROD11607,SELL6089,50,10,60
ORD213304,3,PROD10102,SELL9135,35,15,50
ORD222483,4,PROD11407,SELL3690,75,0,75
ORD215026,4,PROD10882,SELL9133,75,0,75
ORD214124,1,PROD10868,SELL3023,50,0,50
ORD208961,1,PROD10357,SELL2569,50,10,60
ORD247033,3,PROD10297,SELL4168,120,5,125
ORD202443,1,PROD11028,SELL2420,120,15,135
ORD248995,4,PROD10045,SELL3247,50,5,55
ORD242985,3,PROD11926,SELL5701,50,5,55
ORD200869,4,PROD10390,SELL2549,20,0,20
ORD236634,1,PROD11953,SELL7680,50,0,50
ORD242081,4,PROD11399,SELL9793,,0,0
ORD228152,3,PROD10513,SELL6526,35,5,40
ORD248531,2,PROD10129,SELL2595,50,10,60
ORD222442,2,PROD10411,SELL3069,50,5,55
ORD236127,1,PROD11668,SELL2814,10,10,20
ORD234521,3,PROD10987,SELL5202,75,15,90
ORD205270,2,PROD11959,SELL4767,20,5,25
ORD224104,3,PROD11080,SELL8576,50,5,55
ORD237889,3,PROD10932,SELL3508,120,0,120
ORD218493,4,PROD10344,SELL8156,,5,5
ORD246824,1,PROD11448,SELL4932,35,20,55
ORD229407,3,PROD11177,SELL4924,120,15,135
ORD212919,4,PROD10168,SELL9937,50,0,50
ORD233848,1,PROD10762,SELL9142,120,0,120
ORD225135,2,PROD11100,SELL8777,50,15,65
ORD246286,3,PROD10903,SELL4225,10,20,30
ORD203978,2,PROD10523,SELL6250,20,20,40
ORD202349,4,PROD10117,SELL7158,50,20,70
ORD224632,3,PROD10022,SELL7258,20,15,35
ORD214274,2,PROD10323,SELL6260,,20,20
ORD239174,4,PROD11893,SELL8169,10,5,15
ORD232563,2,PROD11998,SELL9040,75,0,75
ORD217843,4,PROD10587,SELL1420,75,0,75
ORD248157,3,PROD11955,SELL7046,50,0,50
ORD226166,1,PROD10461,SELL8199,50,0,50
ORD216533,2,PROD11225,SELL7803,75,5,80
ORD222275,3,PROD10327,SELL2144,20,0,20
ORD248132,1,PROD11448,SELL8909,75,10,85
ORD218940,3,PROD11568,SELL5336,75,0,75
ORD202407,4,PROD10848,SELL7520,35,5,40
ORD240067,2,PROD10687,SELL8737,75,20,95
ORD202730,3,PROD11123,SELL6474,75,20,95
ORD208044,4,PROD10889,SELL9370,120,10,130
ORD242363,2,PROD11423,SELL3244,20,10,30
ORD209615,3,PROD11552,SELL6312,10,0,10
ORD211497,2,PROD11528,SELL1542,10,20,30
ORD239609,1,PROD11255,SELL2694,20,15,35
ORD220937,3,PROD11175,SELL8693,,10,10
ORD220768,1,PROD10549,SELL7648,10,20,30
ORD210846,2,PROD11550,SELL6621,75,20,95
ORD206373,4,PROD11939,SELL2670,35,10,45
ORD233003,1,PROD11575,SELL6017,50,5,55
ORD228927,3,PROD10846,SELL9488,20,0,20
ORD212224,2,PROD11036,SELL2769,20,15,35
ORD242276,3,PROD11610,SELL8302,20,20,40
ORD233809,1,PROD11272,SELL5370,75,5,80
ORD231095,2,PROD10163,SELL6042,50,0,50
ORD204494,1,PROD10072,SELL7118,20,10,30
ORD219395,1,PROD10237,SELL1458,,5,5
ORD204642,2,PROD11408,SELL5302,,20,20
ORD204931,4,PROD11004,SELL3632,50,5,55
ORD249065,1,PROD11357,SELL4579,50,10,60
ORD216639,3,PROD10811,SELL4731,35,20,55
ORD230547,4,PROD11312,SELL1015,10,20,30
ORD231325,2,PROD10867,SELL3971,20,10,30
ORD234664,3,PROD11706,SELL3043,75,10,85
ORD205269,4,PROD10667,SELL5108,20,5,25
ORD239331,2,PROD10186,SELL7202,10,5,15
ORD200417,4,PROD10331,SELL8714,50,20,70
ORD243482,2,PROD10699,SELL2718,35,0,35
ORD226520,4,PROD10808,SELL6428,50,10,60
ORD214758,1,PROD11664,SELL1754,10,20,30
ORD210187,4,PROD11206,SELL6345,120,0,120
ORD239883,3,PROD10554,SELL1831,120,10,130
ORD244756,3,PROD11217,SELL3252,35,20,55
ORD225009,2,PROD10382,SELL1874,20,0,20
ORD241020,4,PROD11492,SELL1680,20,15,35
ORD247494,1,PROD10963,SELL2474,10,20,30
ORD211410,1,PROD11766,SELL2111,75,0,75
ORD235799,4,PROD11140,SELL8121,35,0,35
ORD236499,4,PROD11247,SELL8680,35,0,35
ORD222660,3,PROD11322,SELL5861,20,5,25
ORD225202,3,PROD11284,SELL6364,20,5,25
ORD240710,2,PROD10189,SELL3894,75,15,90
ORD228051,1,PROD11135,SELL4677,10,5,15
ORD216046,4,PROD11319,SELL3245,,0,0
ORD225296,2,PROD11733,SELL5459,120,20,140
ORD230452,3,PROD11179,SELL5356,120,20,140
ORD233889,3,PROD11153,SELL1852,10,20,30
ORD245514,2,PROD10788,SELL6335,10,15,25
ORD220177,2,PROD11890,SELL6145,35,15,50
ORD211091,1,PROD11654,SELL2566,75,15,90
ORD223103,3,PROD10979,SELL9244,35,5,40
ORD211585,1,PROD10090,SELL1946,20,10,30
ORD225350,2,PROD10179,SELL2191,50,5,55
ORD236954,1,PROD11465,SELL9176,20,10,30
ORD244814,3,PROD11108,SELL2038,20,5,25
ORD232577,2,PROD10275,SELL1365,75,15,90
ORD246785,4,PROD10735,SELL1150,,10,10
ORD206410,1,PROD10264,SELL6816,20,15,35
ORD245253,1,PROD11277,SELL7406,50,10,60
ORD242935,3,PROD11801,SELL9178,20,0,20
ORD248534,4,PROD11812,SELL8674,75,0,75
ORD221997,1,PROD11224,SELL1686,120,20,140
ORD238409,4,PROD11572,SELL5299,20,0,20
ORD228128,2,PROD10117,SELL9833,20,15,35
ORD231946,3,PROD11038,SELL4929,,15,15
ORD249047,1,PROD11993,SELL1996,35,0,35
ORD235259,4,PROD10250,SELL1422,10,5,15
ORD201627,3,PROD10963,SELL1323,,15,15
ORD245067,4,PROD10478,SELL4934,20,15,35
ORD215480,4,PROD11175,SELL3975,10,5,15
ORD233499,1,PROD10232,SELL1733,35,20,55
ORD245842,4,PROD11117,SELL3163,120,20,140
ORD243335,4,PROD11643,SELL9340,20,0,20
ORD202283,2,PROD10278,SELL8011,50,20,70
ORD243556,3,PROD11511,SELL8130,,0,0
ORD224603,1,PROD10014,SELL7619,,10,10
ORD222827,3,PROD10711,SELL2415,,5,5
ORD242154,4,PROD11029,SELL4752,20,15,35
ORD220676,4,PROD10842,SELL6631,,20,20
ORD210991,4,PROD10838,SELL2937,35,15,50
ORD209943,3,PROD10890,SELL1983,35,5,40
ORD227255,4,PROD10396,SELL6060,20,10,30
ORD240290,2,PROD11675,SELL5869,75,10,85
ORD200133,3,PROD10879,SELL4880,50,5,55
ORD248073,3,PROD11749,SELL1233,120,5,125
ORD235700,4,PROD10938,SELL7406,,15,15
ORD236059,1,PROD11378,SELL3669,35,20,55
ORD227403,2,PROD11103,SELL5471,50,15,65
ORD232372,1,PROD10316,SELL2537,75,5,80
ORD242382,4,PROD10357,SELL9923,10,10,20
ORD222978,4,PROD11655,SELL6820,120,0,120
ORD244606,2,PROD10956,SELL6240,35,10,45
ORD221364,3,PROD10820,SELL5771,120,20,140
ORD211171,1,PROD10565,SELL7748,50,20,70
ORD213568,4,PROD10597,SELL8057,120,5,125
ORD248455,2,PROD10855,SELL1928,75,5,80
ORD212506,1,PROD11653,SELL5658,75,10,85
ORD217715,2,PROD10720,SELL1759,50,5,55
ORD241514,1,PROD11154,SELL1484,120,0,120
ORD239206,3,PROD10252,SELL7904,35,5,40
ORD239626,3,PROD11008,SELL4100,120,5,125
ORD224746,2,PROD10878,SELL2557,35,0,35
ORD205557,1,PROD10644,SELL8029,,15,15
ORD216020,1,PROD11736,SELL7202,10,20,30
ORD203188,4,PROD10171,SELL5706,35,15,50
ORD231758,1,PROD10482,SELL9391,20,5,25
ORD211941,3,PROD10692,SELL7549,75,10,85
ORD222806,4,PROD10991,SELL6604,20,15,35
ORD233370,4,PROD10713,SELL5686,,15,15
ORD232978,4,PROD11775,SELL2316,50,10,60
ORD217132,2,PROD11669,SELL5224,10,0,10
ORD203407,2,PROD10689,SELL8193,20,10,30
ORD201227,3,PROD11439,SELL1241,35,15,50
ORD220274,4,PROD10719,SELL4499,120,10,130
ORD204886,2,PROD10504,SELL3692,120,20,140
ORD232710,4,PROD11677,SELL5490,10,10,20
ORD234161,1,PROD11477,SELL5233,120,20,140
ORD244279,1,PROD11415,SELL5637,,5,5
ORD246125,4,PROD10973,SELL4459,20,15,35
ORD246840,3,PROD10925,SELL9430,10,20,30
ORD213037,4,PROD10026,SELL9807,35,0,35
ORD228917,4,PROD11356,SELL8797,20,15,35
ORD226717,2,PROD11119,SELL9271,,5,5
ORD218831,4,PROD10332,SELL2891,,20,20
ORD248187,4,PROD10355,SELL9176,75,10,85
ORD248296,1,PROD10723,SELL8334,120,0,120
ORD242427,2,PROD10831,SELL5601,75,0,75
ORD201428,4,PROD11677,SELL2903,10,0,10
ORD245309,4,PROD10756,SELL8995,,15,15
ORD241478,1,PROD11693,SELL4375,75,15,90
ORD249114,2,PROD11372,SELL5219,20,15,35
ORD208938,2,PROD11812,SELL4298,75,10,85
ORD237139,1,PROD10103,SELL9076,,20,20
ORD237035,4,PROD11559,SELL4965,35,10,45
ORD243307,2,PROD11765,SELL3169,35,15,50
ORD227706,1,PROD10447,SELL2833,,10,10
ORD219689,2,PROD10641,SELL4032,,0,0
ORD237107,1,PROD10857,SELL5206,75,15,90
ORD210027,4,PROD11029,SELL9801,120,20,140
ORD222096,2,PROD11827,SELL9965,35,20,55
ORD240915,2,PROD10351,SELL9779,10,0,10
ORD223169,1,PROD11739,SELL2551,10,5,15
ORD249852,2,PROD11650,SELL4658,,10,10
ORD225108,2,PROD10483,SELL5302,75,10,85
ORD229323,1,PROD10040,SELL8307,10,10,20
ORD247355,3,PROD10424,SELL9599,20,10,30
ORD208140,1,PROD11320,SELL2404,35,5,40
ORD213760,3,PROD11374,SELL8576,50,0,50
ORD242449,4,PROD10943,SELL7351,75,10,85
ORD224141,2,PROD11228,SELL4431,10,0,10
ORD247326,2,PROD10032,SELL6770,20,5,25
ORD237975,1,PROD10232,SELL8593,75,20,95
ORD226931,4,PROD10624,SELL9806,35,0,35
ORD209944,4,PROD11451,SELL1979,35,0,35
ORD224291,3,PROD11521,SELL7477,120,10,130
ORD212813,3,PROD10390,SELL4515,,5,5
ORD227537,1,PROD11551,SELL6731,120,0,120
ORD211196,4,PROD10847,SELL5775,50,10,60
ORD211839,2,PROD10562,SELL1555,120,5,125
ORD228839,3,PROD11764,SELL1255,10,5,15
ORD229379,3,PROD11232,SELL6980,35,5,40
ORD213626,3,PROD11708,SELL6319,50,10,60
ORD212922,1,PROD11973,SELL9116,20,20,40
ORD246176,1,PROD10510,SELL5251,,10,10
ORD248101,4,PROD10502,SELL7986,20,5,25
ORD202625,2,PROD10006,SELL6901,35,15,50
ORD236210,1,PROD11725,SELL2526,75,15,90
ORD230105,4,PROD10232,SELL3248,35,20,55
ORD219085,3,PROD10060,SELL2638,10,0,10
ORD222280,3,PROD10923,SELL9694,35,5,40
ORD208454,2,PROD10433,SELL4913,35,5,40
ORD208040,1,PROD10852,SELL4748,35,0,35
ORD217838,1,PROD10805,SELL7321,10,15,25
ORD241657,1,PROD11286,SELL3979,120,15,135
ORD215123,1,PROD10948,SELL5921,50,10,60
ORD201614,2,PROD10625,SELL7541,10,20,30
ORD208119,3,PROD10911,SELL4168,20,5,25
ORD215868,2,PROD11401,SELL8990,75,15,90
ORD249521,2,PROD10115,SELL6503,75,10,85
ORD238753,3,PROD11157,SELL4434,10,5,15
ORD247218,2,PROD11442,SELL8913,20,5,25
ORD242711,2,PROD10465,SELL5985,120,5,125
ORD237569,3,PROD11061,SELL3086,75,10,85
ORD215891,3,PROD11463,SELL4053,35,0,35
ORD242892,4,PROD10339,SELL2910,75,15,90
ORD213080,1,PROD11817,SELL2276,35,20,55
ORD240056,4,PROD11720,SELL2235,75,20,95
ORD231779,4,PROD11286,SELL2494,35,15,50
ORD223554,3,PROD11615,SELL2491,20,0,20
ORD231790,3,PROD11582,SELL4536,75,0,75
ORD220619,1,PROD10351,SELL4225,120,15,135
ORD241659,2,PROD10864,SELL5591,120,0,120
ORD239136,1,PROD11975,SELL8154,10,10,20
ORD208987,1,PROD11297,SELL5409,35,10,45
ORD238480,4,PROD11127,SELL9332,35,20,55
ORD228557,1,PROD10600,SELL3995,20,10,30
ORD241976,4,PROD11429,SELL7558,35,15,50
ORD229806,4,PROD10633,SELL1402,10,20,30
ORD209921,3,PROD11818,SELL7788,20,15,35
ORD245371,2,PROD10822,SELL5355,50,0,50
ORD210316,3,PROD10992,SELL4459,50,15,65
ORD238419,3,PROD10625,SELL1080,35,20,55
ORD245578,4,PROD11911,SELL7034,20,10,30
ORD203433,3,PROD10270,SELL3190,120,10,130
ORD245699,3,PROD11864,SELL2980,10,5,15
ORD227182,2,PROD11611,SELL5008,120,5,125
ORD200633,4,PROD10698,SELL6466,20,0,20
ORD247754,3,PROD10894,SELL9073,,10,10
ORD221363,4,PROD11145,SELL7257,,0,0
ORD219672,2,PROD11259,SELL2091,120,10,130
ORD204502,2,PROD10012,SELL7527,50,0,50
ORD241680,3,PROD10658,SELL8341,,0,0
ORD228093,1,PROD10979,SELL4802,10,10,20
ORD242036,1,PROD10306,SELL7538,10,20,30
ORD226974,4,PROD10192,SELL2560,35,15,50
ORD249805,3,PROD10489,SELL8364,120,5,125
ORD203374,1,PROD11838,SELL2469,,10,10
ORD201553,2,PROD11743,SELL7200,50,10,60
ORD225922,4,PROD10945,SELL6106,,0,0
ORD225708,2,PROD10449,SELL7323,20,20,40
ORD221218,3,PROD11635,SELL9826,35,10,45
ORD200252,3,PROD11394,SELL1503,75,20,95
ORD238502,2,PROD11503,SELL2646,120,15,135
ORD241878,2,PROD11771,SELL9255,20,0,20
ORD211358,1,PROD11315,SELL5254,10,15,25
ORD219899,3,PROD11250,SELL4969,120,10,130
ORD248314,4,PROD11151,SELL3065,10,15,25
ORD231281,3,PROD11653,SELL4096,75,20,95
ORD229328,1,PROD10933,SELL1677,20,5,25
ORD236698,1,PROD11960,SELL7453,50,20,70
ORD234568,1,PROD10883,SELL9470,20,0,20
ORD212447,2,PROD10850,SELL9318,75,10,85
ORD223829,3,PROD10360,SELL7691,10,15,25
ORD214631,4,PROD11209,SELL7965,,5,5
ORD240269,4,PROD11698,SELL4643,20,0,20
ORD217655,1,PROD11661,SELL1048,75,20,95
ORD245363,2,PROD10641,SELL1356,10,0,10
ORD201485,2,PROD11535,SELL7816,75,15,90
ORD247531,1,PROD11727,SELL3984,20,0,20
ORD225525,3,PROD11426,SELL9078,35,5,40
ORD223264,4,PROD11801,SELL4274,120,20,140
ORD213615,3,PROD10707,SELL5315,20,5,25
ORD204117,4,PROD11291,SELL9184,35,5,40
ORD217196,2,PROD11148,SELL6065,120,10,130
ORD233051,1,PROD11770,SELL6598,10,5,15
ORD232740,1,PROD11893,SELL1059,35,0,35
ORD204162,3,PROD11502,SELL6350,20,0,20
ORD222101,3,PROD11341,SELL7892,75,15,90
ORD225069,4,PROD10067,SELL4303,,10,10
ORD201638,1,PROD10062,SELL9961,20,10,30
ORD215958,2,PROD10997,SELL4812,50,5,55
ORD208197,2,PROD10512,SELL6887,10,20,30
ORD201677,4,PROD10401,SELL1336,20,5,25
ORD247651,3,PROD10863,SELL4271,75,15,90
ORD213142,4,PROD10571,SELL8394,50,15,65
ORD204651,3,PROD11961,SELL5052,75,0,75
ORD235565,1,PROD10027,SELL6416,75,5,80
ORD242028,1,PROD10646,SELL8122,120,0,120
ORD203442,3,PROD11219,SELL7986,,5,5
ORD249608,2,PROD11775,SELL3456,,20,20
ORD248040,2,PROD11581,SELL2951,75,15,90
ORD218181,2,PROD10561,SELL9029,75,0,75
ORD215469,3,PROD10450,SELL3021,20,20,40
ORD217798,2,PROD11747,SELL3811,10,15,25
ORD218642,3,PROD10076,SELL3576,50,20,70
ORD210590,2,PROD10813,SELL2569,120,0,120
ORD248354,3,PROD10916,SELL2289,35,5,40
ORD231068,1,PROD10468,SELL4729,75,15,90
ORD201070,4,PROD10565,SELL8534,50,10,60
ORD249002,2,PROD11216,SELL8813,120,5,125
ORD237616,4,PROD11254,SELL2417,20,15,35
ORD209932,2,PROD10174,SELL3313,,0,0
ORD246076,1,PROD10407,SELL9733,50,0,50
ORD221607,2,PROD11429,SELL4561,20,15,35
ORD222028,1,PROD10114,SELL5142,50,0,50
ORD200487,1,PROD10079,SELL4479,35,5,40
ORD221815,3,PROD10313,SELL6671,50,10,60
ORD227659,3,PROD10529,SELL7788,120,5,125
ORD226628,1,PROD11620,SELL2651,20,10,30
ORD202764,3,PROD10592,SELL9133,120,0,120
ORD210678,1,PROD10473,SELL2275,75,5,80
ORD219070,3,PROD10120,SELL3114,75,0,75
ORD234635,3,PROD11594,SELL6786,20,15,35
ORD217934,2,PROD11100,SELL6068,,0,0
ORD226177,2,PROD11856,SELL9993,10,0,10
ORD232463,2,PROD10040,SELL8736,,5,5
ORD226848,4,PROD10473,SELL1758,10,0,10
ORD231798,3,PROD10184,SELL4281,120,0,120
ORD214040,4,PROD11625,SELL7874,35,0,35
ORD206070,4,PROD10941,SELL1100,20,20,40
ORD201326,4,PROD10503,SELL9412,,0,0
ORD249903,2,PROD11039,SELL2561,75,20,95
ORD228668,2,PROD11777,SELL4092,35,10,45
ORD204365,4,PROD11364,SELL6649,75,10,85
ORD218423,3,PROD10918,SELL9176,,20,20
ORD239401,2,PROD11799,SELL6135,35,10,45
ORD201678,2,PROD11021,SELL9996,35,10,45
ORD209378,3,PROD10302,SELL4601,20,5,25
ORD214753,1,PROD10755,SELL9050,10,0,10
ORD201736,3,PROD10018,SELL6115,35,10,45
ORD220466,4,PROD10294,SELL8917,50,0,50
ORD234597,1,PROD10213,SELL3713,120,5,125
ORD238905,2,PROD11448,SELL7594,20,5,25
ORD249024,4,PROD11641,SELL1013,120,15,135
ORD237078,3,PROD10586,SELL6767,10,15,25
ORD239437,3,PROD10530,SELL9603,,10,10
ORD245848,4,PROD10636,SELL9783,120,0,120
ORD245172,4,PROD11072,SELL1116,120,0,120
ORD223544,3,PROD11211,SELL9956,20,10,30
ORD229095,2,PROD11313,SELL5771,10,20,30
ORD207154,1,PROD11029,SELL1648,35,15,50
ORD231251,3,PROD10739,SELL9333,10,10,20
ORD204176,3,PROD11636,SELL7377,75,5,80
ORD202655,3,PROD11943,SELL2020,,0,0
ORD201210,1,PROD10476,SELL2615,120,15,135
ORD224709,2,PROD10471,SELL9279,10,15,25
ORD207334,1,PROD11192,SELL3593,,15,15
ORD213275,1,PROD10687,SELL3590,,20,20
ORD207817,1,PROD11363,SELL5497,20,15,35
ORD231905,2,PROD10102,SELL3204,20,10,30
ORD240758,3,PROD11595,SELL7668,35,0,35
ORD240778,1,PROD11495,SELL8524,10,5,15
ORD208778,4,PROD10839,SELL3898,50,5,55
ORD222491,4,PROD10863,SELL4186,20,5,25
ORD200214,2,PROD10109,SELL4263,35,20,55
ORD235130,2,PROD10708,SELL8225,120,15,135
ORD224429,1,PROD10622,SELL6384,50,0,50
ORD234932,4,PROD11606,SELL2376,35,0,35
ORD207946,3,PROD10145,SELL1972,,10,10
ORD232268,2,PROD10840,SELL3957,50,10,60
ORD208509,4,PROD11080,SELL4316,10,5,15
ORD223409,1,PROD11458,SELL5115,35,0,35
ORD216454,1,PROD10826,SELL3911,50,20,70
ORD245662,2,PROD11320,SELL1337,,5,5
ORD219696,3,PROD11630,SELL9388,50,0,50
ORD217429,2,PROD10090,SELL6696,35,10,45
ORD226661,1,PROD10627,SELL4251,35,10,45
ORD200653,3,PROD11976,SELL9485,50,0,50
ORD220717,2,PROD11411,SELL6588,,0,0
ORD207710,3,PROD10748,SELL8849,,10,10
ORD203964,2,PROD10247,SELL1884,120,5,125
ORD229746,1,PROD11777,SELL9485,75,20,95
ORD221890,2,PROD10303,SELL4339,10,15,25
ORD228560,3,PROD10705,SELL9987,20,20,40
ORD203091,3,PROD10825,SELL9191,20,15,35
ORD229830,3,PROD10269,SELL3188,35,0,35
ORD232144,4,PROD10041,SELL2011,,5,5
ORD201849,1,PROD11094,SELL4500,50,15,65
ORD214065,2,PROD10680,SELL8083,20,15,35
ORD240409,2,PROD10674,SELL3758,20,20,40
ORD245722,3,PROD11553,SELL5746,50,5,55
ORD238412,1,PROD10896,SELL8307,50,5,55
ORD244519,2,PROD11195,SELL8848,50,0,50
ORD233284,2,PROD10686,SELL7488,35,0,35
ORD245120,1,PROD10633,SELL1782,120,15,135
ORD245712,1,PROD11452,SELL1786,35,0,35
ORD234980,2,PROD10101,SELL6001,35,0,35
ORD230353,1,PROD11950,SELL3886,50,0,50
ORD236098,1,PROD11682,SELL9163,10,5,15
ORD222417,3,PROD10011,SELL9170,20,15,35
ORD225512,3,PROD10281,SELL1125,50,15,65
ORD206783,3,PROD10516,SELL5883,10,10,20
ORD206365,4,PROD10464,SELL2501,35,10,45
ORD236575,4,PROD11659,SELL9576,35,15,50
ORD239501,2,PROD10779,SELL6205,120,20,140
ORD207762,2,PROD11159,SELL3675,75,20,95
ORD240764,1,PROD11620,SELL7836,35,10,45
ORD224238,1,PROD10015,SELL2461,50,0,50
ORD212867,4,PROD10138,SELL8419,75,5,80
ORD202967,3,PROD11366,SELL2872,35,20,55
ORD243438,4,PROD10010,SELL3035,20,0,20
ORD214320,1,PROD11015,SELL9249,120,0,120
ORD204089,4,PROD11741,SELL1767,50,5,55
ORD212792,4,PROD10454,SELL4614,35,0,35
ORD237246,3,PROD10991,SELL2179,10,20,30
ORD244543,2,PROD11803,SELL4243,75,5,80
ORD233606,4,PROD11579,SELL4420,10,0,10
ORD206722,4,PROD11378,SELL4403,75,20,95
ORD221727,1,PROD11322,SELL1126,,0,0
ORD221249,3,PROD10920,SELL4054,35,20,55
ORD225872,3,PROD10188,SELL6597,120,10,130
ORD239593,1,PROD10545,SELL5625,,10,10
ORD231545,2,PROD11986,SELL8888,75,15,90
ORD249276,1,PROD11145,SELL9087,10,5,15
ORD232022,3,PROD11582,SELL3837,75,0,75
ORD231957,4,PROD11958,SELL1056,20,5,25
ORD228972,3,PROD11580,SELL9910,10,20,30
ORD208269,2,PROD11809,SELL9936,10,15,25
ORD210544,2,PROD11556,SELL8027,35,10,45
ORD242089,3,PROD10574,SELL5174,75,5,80
ORD243539,2,PROD10479,SELL9704,120,15,135
ORD236974,3,PROD10370,SELL4559,35,5,40
ORD235180,3,PROD11433,SELL3256,,5,5
ORD240710,3,PROD11616,SELL5778,75,10,85
ORD243760,3,PROD10067,SELL4814,20,0,20
ORD225059,4,PROD11976,SELL4613,75,10,85
ORD249603,4,PROD11762,SELL2124,50,15,65
ORD203101,2,PROD11742,SELL2601,,10,10
ORD225397,3,PROD11142,SELL8151,,5,5
ORD209779,1,PROD10162,SELL7382,50,20,70
ORD230804,3,PROD11511,SELL1594,75,20,95
ORD242153,3,PROD10280,SELL7177,50,10,60
ORD205786,3,PROD10775,SELL6315,75,10,85
ORD202398,1,PROD11734,SELL7512,50,20,70
ORD241487,3,PROD10027,SELL5682,120,0,120
ORD243078,4,PROD11363,SELL4858,120,0,120
ORD229642,2,PROD10828,SELL1117,10,15,25
ORD240052,2,PROD11124,SELL4778,75,5,80
ORD228257,3,PROD10458,SELL3015,120,10,130
ORD218378,2,PROD10881,SELL4126,10,20,30
ORD233401,2,PROD10470,SELL1819,10,20,30
ORD209951,1,PROD10099,SELL2310,10,15,25
ORD215287,1,PROD11641,SELL7537,120,15,135
ORD211372,4,PROD10371,SELL2920,20,10,30
ORD236339,2,PROD10584,SELL2465,10,5,15
ORD248241,2,PROD11163,SELL7529,35,5,40
ORD229534,3,PROD11845,SELL6672,20,0,20
ORD227494,1,PROD11454,SELL8019,50,10,60
