order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,delivery_day
ORD209977,CUST113632,Shipped,12/28/23 12:00 AM,1/22/24 12:00 AM,1/2/24 12:00 AM,25
ORD209978,CUST108140,Cancelled,5/7/22 12:00 AM,5/15/22 12:00 AM,5/16/22 12:00 AM,8
ORD209979,CUST117501,Delivered,7/25/22 12:00 AM,8/4/22 12:00 AM,8/2/22 12:00 AM,10
ORD209980,CUST112656,Processing,10/3/22 12:00 AM,10/25/22 12:00 AM,10/11/22 12:00 AM,22
ORD209981,CUST103123,Cancelled,10/12/22 12:00 AM,10/21/22 12:00 AM,10/31/22 12:00 AM,9
ORD209982,CUST103143,Processing,11/6/22 12:00 AM,11/25/22 12:00 AM,11/22/22 12:00 AM,19
ORD209983,CUST118074,Delivered,6/15/24 12:00 AM,6/21/24 12:00 AM,7/1/24 12:00 AM,6
ORD209984,CUST113522,Cancelled,12/2/22 12:00 AM,1/1/23 12:00 AM,12/16/22 12:00 AM,30
ORD209985,CUST119255,Processing,11/5/22 12:00 AM,11/26/22 12:00 AM,11/23/22 12:00 AM,21
ORD209986,CUST113880,Delivered,8/8/23 12:00 AM,8/12/23 12:00 AM,8/11/23 12:00 AM,4
ORD209987,CUST104560,Processing,11/17/23 12:00 AM,12/11/23 12:00 AM,11/23/23 12:00 AM,24
ORD209988,CUST105089,Shipped,3/27/23 12:00 AM,,3/30/23 12:00 AM,
ORD209989,CUST102193,Processing,6/1/22 12:00 AM,6/10/22 12:00 AM,6/18/22 12:00 AM,9
ORD209990,CUST111448,Cancelled,5/3/23 12:00 AM,5/5/23 12:00 AM,5/21/23 12:00 AM,2
ORD209991,CUST100618,Shipped,4/15/24 12:00 AM,,4/18/24 12:00 AM,
ORD209992,CUST114606,Cancelled,5/12/24 12:00 AM,5/16/24 12:00 AM,5/29/24 12:00 AM,4
ORD209993,CUST110167,Cancelled,11/7/22 12:00 AM,12/3/22 12:00 AM,11/10/22 12:00 AM,26
ORD209994,CUST113053,Delivered,11/10/23 12:00 AM,,11/23/23 12:00 AM,
ORD209995,CUST110886,Cancelled,5/26/22 12:00 AM,6/5/22 12:00 AM,6/2/22 12:00 AM,10
ORD209996,CUST102177,Cancelled,8/19/23 12:00 AM,,9/2/23 12:00 AM,
ORD209997,CUST100963,Shipped,3/22/24 12:00 AM,4/17/24 12:00 AM,4/10/24 12:00 AM,26
ORD209998,CUST105866,Shipped,1/27/23 12:00 AM,2/26/23 12:00 AM,2/7/23 12:00 AM,30
ORD209999,CUST116355,Processing,4/12/24 12:00 AM,4/29/24 12:00 AM,4/24/24 12:00 AM,17
ORD210000,CUST104008,Shipped,1/29/23 12:00 AM,2/17/23 12:00 AM,2/12/23 12:00 AM,19
ORD210001,CUST117682,Delivered,3/9/23 12:00 AM,,3/20/23 12:00 AM,
ORD210002,CUST107600,Processing,10/19/23 12:00 AM,10/28/23 12:00 AM,11/3/23 12:00 AM,9
ORD210003,CUST104392,Cancelled,12/4/23 12:00 AM,12/22/23 12:00 AM,12/8/23 12:00 AM,18
ORD210004,CUST103335,Processing,4/12/24 12:00 AM,4/17/24 12:00 AM,4/29/24 12:00 AM,5
ORD210005,CUST119991,Delivered,5/8/22 12:00 AM,5/12/22 12:00 AM,5/16/22 12:00 AM,4
ORD210006,CUST109546,Delivered,12/21/22 12:00 AM,1/7/23 12:00 AM,1/9/23 12:00 AM,17
ORD210007,CUST112290,Shipped,8/21/23 12:00 AM,8/28/23 12:00 AM,8/29/23 12:00 AM,7
ORD210008,CUST119173,Processing,4/3/22 12:00 AM,4/28/22 12:00 AM,4/15/22 12:00 AM,25
ORD210009,CUST116739,Shipped,3/11/23 12:00 AM,3/12/23 12:00 AM,3/16/23 12:00 AM,1
ORD210010,CUST103554,Shipped,10/1/23 12:00 AM,10/12/23 12:00 AM,10/8/23 12:00 AM,11
ORD210011,CUST114095,Shipped,7/12/23 12:00 AM,7/23/23 12:00 AM,7/20/23 12:00 AM,11
ORD210012,CUST107365,Delivered,5/5/22 12:00 AM,5/8/22 12:00 AM,5/13/22 12:00 AM,3
ORD210013,CUST115831,Cancelled,3/23/22 12:00 AM,4/4/22 12:00 AM,4/4/22 12:00 AM,12
ORD210014,CUST108440,Shipped,10/8/23 12:00 AM,11/1/23 12:00 AM,10/11/23 12:00 AM,24
ORD210015,CUST100566,Cancelled,3/22/22 12:00 AM,4/17/22 12:00 AM,3/30/22 12:00 AM,26
ORD210016,CUST119088,Processing,11/8/23 12:00 AM,11/10/23 12:00 AM,11/18/23 12:00 AM,2
ORD210017,CUST116854,Processing,6/11/24 12:00 AM,7/7/24 12:00 AM,6/19/24 12:00 AM,26
ORD210018,CUST119575,Shipped,12/22/22 12:00 AM,1/18/23 12:00 AM,12/29/22 12:00 AM,27
ORD210019,CUST108858,Shipped,7/3/23 12:00 AM,7/18/23 12:00 AM,7/22/23 12:00 AM,15
ORD210020,CUST108610,Cancelled,3/20/22 12:00 AM,3/21/22 12:00 AM,3/25/22 12:00 AM,1
ORD210021,CUST107107,Delivered,3/1/23 12:00 AM,3/28/23 12:00 AM,3/18/23 12:00 AM,27
ORD210022,CUST103321,Cancelled,6/17/24 12:00 AM,6/18/24 12:00 AM,6/21/24 12:00 AM,1
ORD210023,CUST106458,Shipped,3/4/22 12:00 AM,4/2/22 12:00 AM,3/24/22 12:00 AM,29
ORD210024,CUST101831,Delivered,2/8/24 12:00 AM,2/27/24 12:00 AM,2/19/24 12:00 AM,19
ORD210025,CUST100668,Delivered,4/28/22 12:00 AM,5/11/22 12:00 AM,5/17/22 12:00 AM,13
ORD210026,CUST115215,Shipped,3/5/24 12:00 AM,3/19/24 12:00 AM,3/9/24 12:00 AM,14
ORD210027,CUST112019,Delivered,6/25/22 12:00 AM,7/25/22 12:00 AM,7/12/22 12:00 AM,30
ORD210028,CUST118237,Delivered,4/11/23 12:00 AM,4/27/23 12:00 AM,4/30/23 12:00 AM,16
ORD210029,CUST101831,Processing,3/18/23 12:00 AM,4/1/23 12:00 AM,4/1/23 12:00 AM,14
ORD210030,CUST109160,Delivered,3/12/23 12:00 AM,3/24/23 12:00 AM,3/22/23 12:00 AM,12
ORD210031,CUST102706,Cancelled,2/21/22 12:00 AM,3/19/22 12:00 AM,3/11/22 12:00 AM,26
ORD210032,CUST114581,Processing,3/12/22 12:00 AM,3/27/22 12:00 AM,3/29/22 12:00 AM,15
ORD210033,CUST108489,Shipped,8/28/22 12:00 AM,9/19/22 12:00 AM,9/10/22 12:00 AM,22
ORD210034,CUST103079,Delivered,11/27/23 12:00 AM,11/30/23 12:00 AM,12/13/23 12:00 AM,3
ORD210035,CUST109142,Shipped,7/7/23 12:00 AM,7/21/23 12:00 AM,7/13/23 12:00 AM,14
ORD210036,CUST118891,Shipped,10/30/23 12:00 AM,11/27/23 12:00 AM,11/13/23 12:00 AM,28
ORD210037,CUST109668,Processing,8/4/23 12:00 AM,9/3/23 12:00 AM,8/7/23 12:00 AM,30
ORD210038,CUST113523,Cancelled,9/13/23 12:00 AM,9/18/23 12:00 AM,9/24/23 12:00 AM,5
ORD210039,CUST104084,Delivered,2/15/23 12:00 AM,3/8/23 12:00 AM,3/3/23 12:00 AM,21
ORD210040,CUST103065,Delivered,7/3/23 12:00 AM,7/15/23 12:00 AM,7/7/23 12:00 AM,12
ORD210041,CUST107566,Cancelled,5/17/24 12:00 AM,6/5/24 12:00 AM,6/4/24 12:00 AM,19
ORD210042,CUST110538,Processing,7/19/23 12:00 AM,8/18/23 12:00 AM,8/3/23 12:00 AM,30
ORD210043,CUST119936,Processing,11/16/23 12:00 AM,12/15/23 12:00 AM,11/22/23 12:00 AM,29
ORD210044,CUST106255,Processing,12/6/22 12:00 AM,12/22/22 12:00 AM,12/10/22 12:00 AM,16
ORD210045,CUST110274,Delivered,3/12/22 12:00 AM,4/2/22 12:00 AM,3/28/22 12:00 AM,21
ORD210046,CUST115645,Shipped,4/21/23 12:00 AM,5/4/23 12:00 AM,5/1/23 12:00 AM,13
ORD210047,CUST113051,Shipped,3/27/24 12:00 AM,4/12/24 12:00 AM,3/30/24 12:00 AM,16
ORD210048,CUST105126,Delivered,12/19/22 12:00 AM,1/8/23 12:00 AM,12/25/22 12:00 AM,20
ORD210049,CUST100993,Delivered,12/16/23 12:00 AM,,12/20/23 12:00 AM,
ORD210050,CUST105955,Processing,6/28/22 12:00 AM,7/18/22 12:00 AM,7/17/22 12:00 AM,20
ORD210051,CUST107143,Delivered,6/20/23 12:00 AM,7/20/23 12:00 AM,6/26/23 12:00 AM,30
ORD210052,CUST117034,Delivered,4/10/22 12:00 AM,4/11/22 12:00 AM,4/23/22 12:00 AM,1
ORD210053,CUST101856,Delivered,4/11/23 12:00 AM,4/26/23 12:00 AM,4/16/23 12:00 AM,15
ORD210054,CUST111188,Shipped,6/20/22 12:00 AM,6/22/22 12:00 AM,7/1/22 12:00 AM,2
ORD210055,CUST107398,Processing,6/8/23 12:00 AM,6/24/23 12:00 AM,6/23/23 12:00 AM,16
ORD210056,CUST112810,Delivered,11/26/22 12:00 AM,12/4/22 12:00 AM,12/7/22 12:00 AM,8
ORD210057,CUST101548,Delivered,9/27/23 12:00 AM,10/11/23 12:00 AM,10/6/23 12:00 AM,14
ORD210058,CUST106443,Cancelled,7/15/22 12:00 AM,8/12/22 12:00 AM,7/30/22 12:00 AM,28
ORD210059,CUST115676,Delivered,3/9/24 12:00 AM,4/6/24 12:00 AM,3/23/24 12:00 AM,28
ORD210060,CUST100402,Cancelled,6/15/23 12:00 AM,6/18/23 12:00 AM,7/5/23 12:00 AM,3
ORD210061,CUST107019,Cancelled,5/22/23 12:00 AM,6/20/23 12:00 AM,6/1/23 12:00 AM,29
ORD210062,CUST109923,Cancelled,6/24/23 12:00 AM,6/30/23 12:00 AM,7/6/23 12:00 AM,6
ORD210063,CUST111940,Cancelled,9/28/22 12:00 AM,10/27/22 12:00 AM,10/12/22 12:00 AM,29
ORD210064,CUST101439,Shipped,12/25/22 12:00 AM,1/23/23 12:00 AM,12/29/22 12:00 AM,29
ORD210065,CUST119958,Cancelled,2/25/23 12:00 AM,3/25/23 12:00 AM,3/17/23 12:00 AM,28
ORD210066,CUST110456,Cancelled,11/14/22 12:00 AM,12/12/22 12:00 AM,12/2/22 12:00 AM,28
ORD210067,CUST105764,Processing,3/14/22 12:00 AM,3/23/22 12:00 AM,3/19/22 12:00 AM,9
ORD210068,CUST111308,Shipped,12/25/22 12:00 AM,12/30/22 12:00 AM,1/9/23 12:00 AM,5
ORD210069,CUST109030,Cancelled,3/11/24 12:00 AM,3/31/24 12:00 AM,3/22/24 12:00 AM,20
ORD210070,CUST118065,Cancelled,9/15/22 12:00 AM,,9/28/22 12:00 AM,
ORD210071,CUST118928,Shipped,4/18/24 12:00 AM,5/18/24 12:00 AM,4/30/24 12:00 AM,30
ORD210072,CUST110845,Shipped,4/1/23 12:00 AM,4/27/23 12:00 AM,4/12/23 12:00 AM,26
ORD210073,CUST108990,Delivered,6/11/24 12:00 AM,6/28/24 12:00 AM,6/18/24 12:00 AM,17
ORD210074,CUST117086,Delivered,4/12/24 12:00 AM,5/10/24 12:00 AM,4/16/24 12:00 AM,28
ORD210075,CUST106375,Cancelled,5/20/22 12:00 AM,5/26/22 12:00 AM,6/1/22 12:00 AM,6
ORD210076,CUST103507,Delivered,4/18/22 12:00 AM,5/12/22 12:00 AM,4/22/22 12:00 AM,24
ORD210077,CUST118729,Processing,6/2/22 12:00 AM,6/29/22 12:00 AM,6/12/22 12:00 AM,27
ORD210078,CUST102022,Processing,4/29/22 12:00 AM,5/9/22 12:00 AM,5/3/22 12:00 AM,10
ORD210079,CUST108526,Delivered,2/11/22 12:00 AM,2/15/22 12:00 AM,3/1/22 12:00 AM,4
ORD210080,CUST104603,Processing,8/4/23 12:00 AM,8/10/23 12:00 AM,8/13/23 12:00 AM,6
ORD210081,CUST100199,Cancelled,8/3/23 12:00 AM,8/15/23 12:00 AM,8/9/23 12:00 AM,12
ORD210082,CUST105804,Processing,12/18/23 12:00 AM,1/14/24 12:00 AM,12/21/23 12:00 AM,27
ORD210083,CUST118931,Shipped,9/30/23 12:00 AM,,10/16/23 12:00 AM,
ORD210084,CUST114843,Cancelled,3/24/24 12:00 AM,4/3/24 12:00 AM,4/13/24 12:00 AM,10
ORD210085,CUST108943,Cancelled,3/1/23 12:00 AM,3/6/23 12:00 AM,3/19/23 12:00 AM,5
ORD210086,CUST115132,Shipped,3/28/23 12:00 AM,4/17/23 12:00 AM,3/31/23 12:00 AM,20
ORD210087,CUST118172,Shipped,5/1/22 12:00 AM,5/31/22 12:00 AM,5/19/22 12:00 AM,30
ORD210088,CUST115851,Delivered,3/17/22 12:00 AM,4/7/22 12:00 AM,3/24/22 12:00 AM,21
ORD210089,CUST108288,Cancelled,1/2/24 12:00 AM,,1/21/24 12:00 AM,
ORD210090,CUST109864,Processing,10/25/22 12:00 AM,10/31/22 12:00 AM,11/4/22 12:00 AM,6
ORD210091,CUST111969,Cancelled,11/9/23 12:00 AM,11/24/23 12:00 AM,11/18/23 12:00 AM,15
ORD210092,CUST111986,Processing,7/17/22 12:00 AM,,7/26/22 12:00 AM,
ORD210093,CUST112537,Cancelled,1/16/24 12:00 AM,2/5/24 12:00 AM,2/5/24 12:00 AM,20
ORD210094,CUST110233,Shipped,10/8/22 12:00 AM,10/19/22 12:00 AM,10/20/22 12:00 AM,11
ORD210095,CUST103618,Processing,5/3/22 12:00 AM,5/10/22 12:00 AM,5/23/22 12:00 AM,7
ORD210096,CUST106083,Shipped,1/31/23 12:00 AM,2/3/23 12:00 AM,2/19/23 12:00 AM,3
ORD210097,CUST101123,Processing,6/18/24 12:00 AM,6/26/24 12:00 AM,6/25/24 12:00 AM,8
ORD210098,CUST112654,Cancelled,3/17/23 12:00 AM,3/18/23 12:00 AM,3/29/23 12:00 AM,1
ORD210099,CUST117321,Delivered,11/1/22 12:00 AM,11/3/22 12:00 AM,11/13/22 12:00 AM,2
ORD210100,CUST119822,Cancelled,2/16/24 12:00 AM,3/10/24 12:00 AM,3/5/24 12:00 AM,23
ORD210101,CUST117718,Processing,4/15/22 12:00 AM,5/11/22 12:00 AM,4/18/22 12:00 AM,26
ORD210102,CUST116063,Cancelled,7/25/23 12:00 AM,7/28/23 12:00 AM,8/2/23 12:00 AM,3
ORD210103,CUST116167,Processing,12/15/23 12:00 AM,,12/23/23 12:00 AM,
ORD210104,CUST113947,Delivered,12/21/23 12:00 AM,12/22/23 12:00 AM,12/30/23 12:00 AM,1
ORD210105,CUST109954,Delivered,5/21/24 12:00 AM,6/17/24 12:00 AM,5/25/24 12:00 AM,27
ORD210106,CUST105335,Shipped,3/30/24 12:00 AM,4/27/24 12:00 AM,4/9/24 12:00 AM,28
ORD210107,CUST103130,Cancelled,7/18/22 12:00 AM,7/31/22 12:00 AM,8/6/22 12:00 AM,13
ORD210108,CUST103421,Delivered,7/31/23 12:00 AM,8/20/23 12:00 AM,8/5/23 12:00 AM,20
ORD210109,CUST112698,Delivered,8/6/22 12:00 AM,8/7/22 12:00 AM,8/22/22 12:00 AM,1
ORD210110,CUST114993,Delivered,3/28/24 12:00 AM,4/22/24 12:00 AM,4/12/24 12:00 AM,25
ORD210111,CUST119463,Cancelled,8/16/23 12:00 AM,8/31/23 12:00 AM,9/1/23 12:00 AM,15
ORD210112,CUST112440,Cancelled,6/21/23 12:00 AM,6/24/23 12:00 AM,7/6/23 12:00 AM,3
ORD210113,CUST117880,Shipped,4/7/22 12:00 AM,5/2/22 12:00 AM,4/23/22 12:00 AM,25
ORD210114,CUST101344,Delivered,2/21/23 12:00 AM,3/15/23 12:00 AM,3/11/23 12:00 AM,22
ORD210115,CUST104523,Cancelled,4/1/23 12:00 AM,4/8/23 12:00 AM,4/7/23 12:00 AM,7
ORD210116,CUST102791,Processing,3/16/22 12:00 AM,4/7/22 12:00 AM,3/23/22 12:00 AM,22
ORD210117,CUST100623,Cancelled,5/7/22 12:00 AM,6/1/22 12:00 AM,5/24/22 12:00 AM,25
ORD210118,CUST114051,Cancelled,2/12/24 12:00 AM,2/17/24 12:00 AM,2/18/24 12:00 AM,5
ORD210119,CUST118158,Processing,7/28/22 12:00 AM,8/24/22 12:00 AM,8/4/22 12:00 AM,27
ORD210120,CUST103023,Cancelled,5/28/22 12:00 AM,6/11/22 12:00 AM,6/13/22 12:00 AM,14
ORD210121,CUST109838,Processing,5/28/23 12:00 AM,6/25/23 12:00 AM,6/10/23 12:00 AM,28
ORD210122,CUST103469,Shipped,10/28/23 12:00 AM,11/1/23 12:00 AM,11/13/23 12:00 AM,4
ORD210123,CUST108157,Cancelled,1/25/24 12:00 AM,2/7/24 12:00 AM,2/12/24 12:00 AM,13
ORD210124,CUST114949,Cancelled,1/13/22 12:00 AM,1/17/22 12:00 AM,2/1/22 12:00 AM,4
ORD210125,CUST117247,Shipped,4/14/22 12:00 AM,5/14/22 12:00 AM,4/28/22 12:00 AM,30
ORD210126,CUST118178,Delivered,2/17/24 12:00 AM,3/18/24 12:00 AM,3/6/24 12:00 AM,30
ORD210127,CUST107657,Shipped,1/17/24 12:00 AM,1/22/24 12:00 AM,2/5/24 12:00 AM,5
ORD210128,CUST119360,Cancelled,1/6/24 12:00 AM,1/25/24 12:00 AM,1/11/24 12:00 AM,19
ORD210129,CUST116432,Cancelled,1/12/24 12:00 AM,2/3/24 12:00 AM,1/28/24 12:00 AM,22
ORD210130,CUST102217,Delivered,4/18/24 12:00 AM,4/27/24 12:00 AM,5/1/24 12:00 AM,9
ORD210131,CUST102180,Delivered,1/17/24 12:00 AM,1/22/24 12:00 AM,2/1/24 12:00 AM,5
ORD210132,CUST117283,Shipped,8/25/23 12:00 AM,,9/1/23 12:00 AM,
ORD210133,CUST106262,Shipped,5/6/23 12:00 AM,5/22/23 12:00 AM,5/20/23 12:00 AM,16
ORD210134,CUST107480,Shipped,5/18/23 12:00 AM,6/1/23 12:00 AM,6/4/23 12:00 AM,14
ORD210135,CUST105307,Cancelled,3/8/23 12:00 AM,4/2/23 12:00 AM,3/20/23 12:00 AM,25
ORD210136,CUST106937,Delivered,11/8/23 12:00 AM,11/22/23 12:00 AM,11/25/23 12:00 AM,14
ORD210137,CUST111150,Shipped,3/31/22 12:00 AM,4/9/22 12:00 AM,4/9/22 12:00 AM,9
ORD210138,CUST107843,Processing,5/13/23 12:00 AM,6/4/23 12:00 AM,5/24/23 12:00 AM,22
ORD210139,CUST104646,Cancelled,2/8/22 12:00 AM,3/10/22 12:00 AM,2/23/22 12:00 AM,30
ORD210140,CUST110078,Cancelled,2/15/23 12:00 AM,3/1/23 12:00 AM,3/6/23 12:00 AM,14
ORD210141,CUST103857,Shipped,1/29/22 12:00 AM,2/19/22 12:00 AM,2/9/22 12:00 AM,21
ORD210142,CUST112889,Delivered,3/23/22 12:00 AM,,4/7/22 12:00 AM,
ORD210143,CUST104703,Processing,1/12/24 12:00 AM,1/17/24 12:00 AM,1/30/24 12:00 AM,5
ORD210144,CUST113456,Delivered,12/8/22 12:00 AM,12/12/22 12:00 AM,12/22/22 12:00 AM,4
ORD210145,CUST117050,Delivered,9/8/23 12:00 AM,,9/19/23 12:00 AM,
ORD210146,CUST111099,Processing,2/16/23 12:00 AM,,3/4/23 12:00 AM,
ORD210147,CUST107124,Shipped,12/5/23 12:00 AM,12/6/23 12:00 AM,12/20/23 12:00 AM,1
ORD210148,CUST110563,Delivered,3/17/23 12:00 AM,3/23/23 12:00 AM,4/4/23 12:00 AM,6
ORD210149,CUST106866,Shipped,12/10/22 12:00 AM,1/3/23 12:00 AM,12/22/22 12:00 AM,24
ORD210150,CUST115785,Processing,7/9/22 12:00 AM,8/2/22 12:00 AM,7/17/22 12:00 AM,24
ORD210151,CUST101822,Cancelled,2/3/23 12:00 AM,2/26/23 12:00 AM,2/15/23 12:00 AM,23
ORD210152,CUST111005,Processing,12/6/23 12:00 AM,12/23/23 12:00 AM,12/23/23 12:00 AM,17
ORD210153,CUST104726,Shipped,1/5/24 12:00 AM,1/17/24 12:00 AM,1/9/24 12:00 AM,12
ORD210154,CUST101411,Processing,2/9/24 12:00 AM,2/10/24 12:00 AM,2/14/24 12:00 AM,1
ORD210155,CUST113520,Cancelled,1/21/23 12:00 AM,,1/24/23 12:00 AM,
ORD210156,CUST116225,Processing,11/9/22 12:00 AM,11/13/22 12:00 AM,11/24/22 12:00 AM,4
ORD210157,CUST117591,Cancelled,11/21/23 12:00 AM,11/26/23 12:00 AM,11/24/23 12:00 AM,5
ORD210158,CUST112117,Delivered,12/20/23 12:00 AM,12/29/23 12:00 AM,1/2/24 12:00 AM,9
ORD210159,CUST108477,Processing,4/10/23 12:00 AM,4/21/23 12:00 AM,4/26/23 12:00 AM,11
ORD210160,CUST103140,Processing,8/15/23 12:00 AM,8/28/23 12:00 AM,8/23/23 12:00 AM,13
ORD210161,CUST110177,Shipped,7/23/23 12:00 AM,8/18/23 12:00 AM,8/7/23 12:00 AM,26
ORD210162,CUST109262,Shipped,5/18/24 12:00 AM,5/27/24 12:00 AM,5/22/24 12:00 AM,9
ORD210163,CUST102596,Delivered,2/15/23 12:00 AM,2/27/23 12:00 AM,2/28/23 12:00 AM,12
ORD210164,CUST105802,Shipped,12/31/23 12:00 AM,1/28/24 12:00 AM,1/4/24 12:00 AM,28
ORD210165,CUST113827,Cancelled,6/5/22 12:00 AM,6/19/22 12:00 AM,6/18/22 12:00 AM,14
ORD210166,CUST112302,Shipped,6/16/24 12:00 AM,7/6/24 12:00 AM,7/2/24 12:00 AM,20
ORD210167,CUST115190,Delivered,11/6/22 12:00 AM,11/14/22 12:00 AM,11/12/22 12:00 AM,8
ORD210168,CUST117602,Cancelled,5/19/24 12:00 AM,5/29/24 12:00 AM,5/23/24 12:00 AM,10
ORD210169,CUST112516,Delivered,1/5/23 12:00 AM,1/29/23 12:00 AM,1/25/23 12:00 AM,24
ORD210170,CUST102521,Shipped,11/2/22 12:00 AM,11/16/22 12:00 AM,11/8/22 12:00 AM,14
ORD210171,CUST111874,Cancelled,4/17/24 12:00 AM,5/9/24 12:00 AM,5/4/24 12:00 AM,22
ORD210172,CUST116655,Cancelled,10/9/22 12:00 AM,10/12/22 12:00 AM,10/17/22 12:00 AM,3
ORD210173,CUST108749,Processing,3/15/23 12:00 AM,,3/26/23 12:00 AM,
ORD210174,CUST118505,Processing,5/1/23 12:00 AM,,5/16/23 12:00 AM,
ORD210175,CUST108321,Delivered,11/7/23 12:00 AM,11/10/23 12:00 AM,11/11/23 12:00 AM,3
ORD210176,CUST104605,Shipped,7/7/23 12:00 AM,7/9/23 12:00 AM,7/23/23 12:00 AM,2
ORD210177,CUST103309,Processing,11/22/22 12:00 AM,12/16/22 12:00 AM,12/10/22 12:00 AM,24
ORD210178,CUST102747,Delivered,7/8/22 12:00 AM,,7/17/22 12:00 AM,
ORD210179,CUST104935,Processing,1/15/24 12:00 AM,1/21/24 12:00 AM,1/20/24 12:00 AM,6
ORD210180,CUST107509,Processing,3/15/24 12:00 AM,4/5/24 12:00 AM,3/28/24 12:00 AM,21
ORD210181,CUST103908,Shipped,8/8/22 12:00 AM,8/29/22 12:00 AM,8/20/22 12:00 AM,21
ORD210182,CUST101484,Cancelled,6/2/24 12:00 AM,6/16/24 12:00 AM,6/10/24 12:00 AM,14
ORD210183,CUST101423,Delivered,7/30/23 12:00 AM,8/28/23 12:00 AM,8/15/23 12:00 AM,29
ORD210184,CUST109953,Delivered,12/27/23 12:00 AM,1/1/24 12:00 AM,1/9/24 12:00 AM,5
ORD210185,CUST104313,Delivered,3/13/22 12:00 AM,,3/19/22 12:00 AM,
ORD210186,CUST102947,Processing,4/3/22 12:00 AM,,4/18/22 12:00 AM,
ORD210187,CUST115194,Cancelled,1/14/23 12:00 AM,2/11/23 12:00 AM,1/21/23 12:00 AM,28
ORD210188,CUST102117,Delivered,11/18/23 12:00 AM,,11/29/23 12:00 AM,
ORD210189,CUST117567,Cancelled,11/16/22 12:00 AM,12/16/22 12:00 AM,12/5/22 12:00 AM,30
ORD210190,CUST116741,Delivered,2/21/23 12:00 AM,3/3/23 12:00 AM,3/12/23 12:00 AM,10
ORD210191,CUST110496,Shipped,4/5/24 12:00 AM,5/3/24 12:00 AM,4/16/24 12:00 AM,28
ORD210192,CUST116446,Processing,1/25/23 12:00 AM,1/26/23 12:00 AM,1/31/23 12:00 AM,1
ORD210193,CUST109061,Delivered,5/1/24 12:00 AM,5/11/24 12:00 AM,5/16/24 12:00 AM,10
ORD210194,CUST103517,Delivered,6/6/24 12:00 AM,6/13/24 12:00 AM,6/26/24 12:00 AM,7
ORD210195,CUST108589,Cancelled,5/11/22 12:00 AM,5/17/22 12:00 AM,5/23/22 12:00 AM,6
ORD210196,CUST105741,Processing,8/23/22 12:00 AM,9/6/22 12:00 AM,8/27/22 12:00 AM,14
ORD210197,CUST118468,Cancelled,1/12/23 12:00 AM,1/21/23 12:00 AM,1/25/23 12:00 AM,9
ORD210198,CUST113498,Processing,12/4/22 12:00 AM,12/31/22 12:00 AM,12/12/22 12:00 AM,27
ORD210199,CUST101860,Processing,6/14/24 12:00 AM,7/10/24 12:00 AM,6/18/24 12:00 AM,26
ORD210200,CUST109298,Shipped,2/25/23 12:00 AM,3/2/23 12:00 AM,3/9/23 12:00 AM,5
ORD210201,CUST117733,Delivered,6/19/24 12:00 AM,7/15/24 12:00 AM,6/23/24 12:00 AM,26
ORD210202,CUST105832,Shipped,12/25/23 12:00 AM,12/28/23 12:00 AM,1/10/24 12:00 AM,3
ORD210203,CUST102996,Shipped,8/2/23 12:00 AM,8/26/23 12:00 AM,8/18/23 12:00 AM,24
ORD210204,CUST100276,Delivered,1/27/23 12:00 AM,1/30/23 12:00 AM,2/2/23 12:00 AM,3
ORD210205,CUST104065,Shipped,7/28/22 12:00 AM,8/13/22 12:00 AM,8/4/22 12:00 AM,16
ORD210206,CUST112659,Delivered,1/10/22 12:00 AM,1/30/22 12:00 AM,1/29/22 12:00 AM,20
ORD210207,CUST110744,Cancelled,2/20/22 12:00 AM,3/15/22 12:00 AM,3/9/22 12:00 AM,23
ORD210208,CUST112639,Shipped,4/6/22 12:00 AM,4/18/22 12:00 AM,4/19/22 12:00 AM,12
ORD210209,CUST116276,Cancelled,12/8/23 12:00 AM,12/15/23 12:00 AM,12/20/23 12:00 AM,7
ORD210210,CUST109240,Processing,11/13/22 12:00 AM,12/12/22 12:00 AM,11/18/22 12:00 AM,29
ORD210211,CUST118990,Processing,4/13/23 12:00 AM,4/30/23 12:00 AM,4/16/23 12:00 AM,17
ORD210212,CUST119216,Processing,5/3/22 12:00 AM,5/23/22 12:00 AM,5/6/22 12:00 AM,20
ORD210213,CUST111739,Cancelled,9/3/23 12:00 AM,9/23/23 12:00 AM,9/7/23 12:00 AM,20
ORD210214,CUST112771,Cancelled,1/19/22 12:00 AM,2/16/22 12:00 AM,1/26/22 12:00 AM,28
ORD210215,CUST103184,Delivered,2/22/24 12:00 AM,3/20/24 12:00 AM,3/6/24 12:00 AM,27
ORD210216,CUST100825,Cancelled,8/27/22 12:00 AM,8/31/22 12:00 AM,9/6/22 12:00 AM,4
ORD210217,CUST105315,Processing,4/11/24 12:00 AM,4/13/24 12:00 AM,4/14/24 12:00 AM,2
ORD210218,CUST113761,Cancelled,2/25/23 12:00 AM,3/13/23 12:00 AM,3/13/23 12:00 AM,16
ORD210219,CUST102941,Delivered,1/20/24 12:00 AM,1/21/24 12:00 AM,2/1/24 12:00 AM,1
ORD210220,CUST100251,Cancelled,6/5/23 12:00 AM,6/7/23 12:00 AM,6/10/23 12:00 AM,2
ORD210221,CUST116235,Shipped,11/3/23 12:00 AM,11/8/23 12:00 AM,11/19/23 12:00 AM,5
